"","X","PROLIFIC_PID","key","resp","type","issue","gender","age","religion","education","politics_1","politics_2","read","StartDate","RL"
"1",561,"5e31e1632878161c9923f90e","ab_f_1",0,"Factual","Abortion",1,73,1,6,5,6,5,"2021-01-11 20:39:08","R"
"2",562,"5d5334fa962bb7001bc3fa2f","ab_f_1",82,"Factual","Abortion",2,53,1,3,5,6,6,"2021-01-11 20:50:13","R"
"3",563,"5fdba59c8fed49025cfe5113","ab_f_1",24,"Factual","Abortion",1,19,4,2,5,6,5,"2021-01-11 20:57:41","R"
"4",564,"5d9cf0cb65aa2e0013126310","ab_f_1",78,"Factual","Abortion",1,25,2,5,7,7,6,"2021-01-11 20:59:09","R"
"5",565,"5ea3f7021782d23892358af1","ab_f_1",60,"Factual","Abortion",2,NA,4,5,5,5,6,"2021-01-11 20:59:07","R"
"6",566,"5e514ee960dd0917e68a1ba5","ab_f_1",73,"Factual","Abortion",2,24,1,4,3,5,6,"2021-01-11 21:01:28","R"
"7",567,"5c7bb4095dcdda001427a670","ab_f_1",31,"Factual","Abortion",2,24,1,4,5,6,6,"2021-01-11 21:01:49","R"
"8",568,"5b15b57e1e55760001ba257d","ab_f_1",85,"Factual","Abortion",2,47,5,4,6,6,6,"2021-01-11 21:05:00","R"
"9",569,"5f72adea4576d21f8ac889a0","ab_f_1",27,"Factual","Abortion",1,30,1,3,6,6,6,"2021-01-11 21:06:43","R"
"10",570,"5ea0b7e421f4e40ab8873150","ab_f_1",100,"Factual","Abortion",2,63,4,3,6,6,6,"2021-01-11 21:05:53","R"
"11",571,"5f00a0b70329ec1ad206aa9b","ab_f_1",72,"Factual","Abortion",2,62,1,3,6,6,6,"2021-01-11 21:06:10","R"
"12",572,"5c92017dc719fc00017df090","ab_f_1",66,"Factual","Abortion",1,32,4,3,4,5,6,"2021-01-11 21:07:42","R"
"13",573,"5e8e588bdf10df1148b4f9f3","ab_f_1",75,"Factual","Abortion",2,33,5,4,5,5,5,"2021-01-11 21:06:49","R"
"14",574,"5c966ef941172c00165d6fc5","ab_f_1",68,"Factual","Abortion",1,49,1,3,5,5,6,"2021-01-11 21:10:22","R"
"15",575,"5ced2b44c0267f0001445982","ab_f_1",34,"Factual","Abortion",2,52,1,2,5,5,6,"2021-01-11 21:08:41","R"
"16",576,"5d8a62e934146e001a8ea16d","ab_f_1",52,"Factual","Abortion",1,44,1,2,4,6,5,"2021-01-11 21:09:36","R"
"17",577,"5f7c7530b5861b0913688a6c","ab_f_1",NA,"Factual","Abortion",2,37,4,4,5,4,5,"2021-01-11 21:11:48","R"
"18",578,"5fa8030f008edf5d07a3ab8b","ab_f_1",42,"Factual","Abortion",1,38,1,2,6,6,6,"2021-01-11 21:10:41","R"
"19",579,"5a1bed74517dfb00013dcdc5","ab_f_1",69,"Factual","Abortion",2,57,5,3,7,7,6,"2021-01-11 21:12:29","R"
"20",580,"5f77816bdacc842d07347555","ab_f_1",36,"Factual","Abortion",1,19,4,2,6,6,5,"2021-01-11 21:13:04","R"
"21",581,"5e81b038c8977f000964e5b2","ab_f_1",67,"Factual","Abortion",1,35,2,4,4,6,6,"2021-01-11 21:14:28","R"
"22",582,"5f64d1b14820b604e51e1280","ab_f_1",68,"Factual","Abortion",1,26,1,4,5,5,5,"2021-01-11 21:14:30","R"
"23",583,"5e989d242e0de609ac479125","ab_f_1",18,"Factual","Abortion",1,22,1,3,4,6,6,"2021-01-11 21:17:28","R"
"24",584,"5f20784816cde136ea6d8539","ab_f_1",76,"Factual","Abortion",2,50,1,4,4,5,6,"2021-01-11 21:14:40","R"
"25",585,"5ee689ebaedc563ff21eb620","ab_f_1",58,"Factual","Abortion",2,41,4,5,5,5,5,"2021-01-11 21:17:24","R"
"26",586,"59652bff3d5051000114c19b","ab_f_1",21,"Factual","Abortion",1,21,1,4,4,6,6,"2021-01-11 21:18:32","R"
"27",587,"5db78d074729b9000be9d206","ab_f_1",31,"Factual","Abortion",1,26,5,4,4,5,5,"2021-01-11 21:18:51","R"
"28",588,"55d5b77ddb6a810006fa05d5","ab_f_1",72,"Factual","Abortion",2,57,1,2,6,6,6,"2021-01-11 21:16:51","R"
"29",589,"5a9c7b2c777df2000160116b","ab_f_1",77,"Factual","Abortion",1,47,4,4,4,5,5,"2021-01-11 21:18:30","R"
"30",590,"5c1bf5ae10677f0001d9a382","ab_f_1",67,"Factual","Abortion",2,31,4,5,6,5,6,"2021-01-11 21:12:33","R"
"31",591,"5f5d3a0514f72258dedea6dc","ab_f_1",0,"Factual","Abortion",1,19,1,3,4,6,6,"2021-01-11 21:21:00","R"
"32",592,"59d4d493c618a50001cf5c6a","ab_f_1",95,"Factual","Abortion",2,48,4,5,5,5,5,"2021-01-11 21:18:46","R"
"33",593,"5a8c553bb093f80001a812cf","ab_f_1",21,"Factual","Abortion",2,27,1,5,4,6,6,"2021-01-11 21:18:00","R"
"34",594,"5e39dfdc54fca708912dfab5","ab_f_1",66,"Factual","Abortion",1,57,1,3,4,6,6,"2021-01-11 21:21:51","R"
"35",595,"5edfeebaecf5a0318788d731","ab_f_1",12,"Factual","Abortion",1,38,4,2,5,5,6,"2021-01-11 21:19:55","R"
"36",596,"57473b847fd0ec000db6842a","ab_f_1",31,"Factual","Abortion",1,33,1,4,5,5,5,"2021-01-11 21:22:38","R"
"37",597,"5dc0257aff9c98465fc57ada","ab_f_1",100,"Factual","Abortion",2,55,4,5,5,5,6,"2021-01-11 21:22:05","R"
"38",598,"5c7a7dd7665aaa0001309bf0","ab_f_1",71,"Factual","Abortion",1,59,4,2,4,4,5,"2021-01-11 21:22:24","R"
"39",599,"5f6fa838ebf785131f2362ee","ab_f_1",0,"Factual","Abortion",1,27,4,4,6,4,6,"2021-01-11 21:24:24","R"
"40",600,"5ae888d8b7798500019254e1","ab_f_1",66,"Factual","Abortion",1,21,1,4,5,6,6,"2021-01-11 21:24:20","R"
"41",601,"5e94aaa6dd28ad0812ff44e3","ab_f_1",32,"Factual","Abortion",1,30,1,3,5,5,5,"2021-01-11 21:22:05","R"
"42",602,"5e8b765e88065404c4d50fe2","ab_f_1",68,"Factual","Abortion",1,38,1,3,4,6,5,"2021-01-11 21:21:38","R"
"43",603,"5f4a5983a08b215d74d2cd99","ab_f_1",100,"Factual","Abortion",1,26,5,4,5,5,6,"2021-01-11 21:23:41","R"
"44",604,"5c56025fcb61950001038a76","ab_f_1",82,"Factual","Abortion",2,49,1,5,5,6,6,"2021-01-11 21:24:36","R"
"45",605,"5f48cc495940140223c41866","ab_f_1",99,"Factual","Abortion",2,47,6,5,7,7,6,"2021-01-11 21:25:57","R"
"46",606,"5cd4851bcde03300016d240f","ab_f_1",66,"Factual","Abortion",1,41,6,4,5,5,6,"2021-01-11 21:25:19","R"
"47",607,"58d82c81d7073400012c7b8c","ab_f_1",35,"Factual","Abortion",2,38,1,4,6,6,6,"2021-01-11 21:23:23","R"
"48",608,"5f1636568f0a801a56474836","ab_f_1",33,"Factual","Abortion",1,19,4,4,1,6,6,"2021-01-11 21:26:00","R"
"49",609,"5c38dab0f0ae4c00011238c1","ab_f_1",30,"Factual","Abortion",2,67,2,3,5,6,5,"2021-01-11 21:27:31","R"
"50",610,"5f529c8d81da7d58cd46cc29","ab_f_1",97,"Factual","Abortion",2,59,4,3,7,7,6,"2021-01-11 21:27:59","R"
"51",611,"5e2eda312575cf49bea78a73","ab_f_1",31,"Factual","Abortion",1,33,1,4,6,5,6,"2021-01-11 21:25:18","R"
"52",612,"5d57157e96524f00163f9a8d","ab_f_1",65,"Factual","Abortion",1,57,1,3,5,5,5,"2021-01-11 21:27:58","R"
"53",613,"5ec8d9e8304ce13b64eb5b4f","ab_f_1",100,"Factual","Abortion",1,32,1,2,7,7,6,"2021-01-11 21:30:15","R"
"54",614,"5df16d597adf4b08a7e779f1","ab_f_1",54,"Factual","Abortion",2,38,4,5,6,5,5,"2021-01-11 21:29:22","R"
"55",615,"5ea08689069d5305f6380c77","ab_f_1",65,"Factual","Abortion",1,64,4,2,5,6,5,"2021-01-11 21:29:23","R"
"56",616,"5ee7600156288d02364244f9","ab_f_1",96,"Factual","Abortion",2,32,5,4,4,4,5,"2021-01-11 21:31:10","R"
"57",617,"56be1c3a202307000dcbb020","ab_f_1",30,"Factual","Abortion",2,48,2,4,5,5,6,"2021-01-11 21:30:32","R"
"58",618,"5ed77b3693b8161ed25a0610","ab_f_1",65,"Factual","Abortion",2,63,2,4,6,6,5,"2021-01-11 21:31:24","R"
"59",619,"5d52b9b351ffbf00019fc578","ab_f_1",93,"Factual","Abortion",2,47,2,2,6,5,6,"2021-01-11 21:32:08","R"
"60",620,"5d52e15363bdb100010883f1","ab_f_1",71,"Factual","Abortion",1,76,4,3,5,5,6,"2021-01-11 21:31:58","R"
"61",621,"5c87790e4b0de20001352297","ab_f_1",69,"Factual","Abortion",1,64,2,6,5,6,6,"2021-01-11 21:31:02","R"
"62",622,"5f564265f9d134032e757250","ab_f_1",26,"Factual","Abortion",2,66,4,2,6,4,6,"2021-01-11 21:30:53","R"
"63",623,"5d8507a6611c9700152f1126","ab_f_1",67,"Factual","Abortion",1,19,5,3,4,6,6,"2021-01-11 21:35:25","R"
"64",624,"5df3f6f8dcd3e32de0c4313d","ab_f_1",33,"Factual","Abortion",2,52,4,4,3,4,5,"2021-01-11 21:31:24","R"
"65",625,"5e7f1c5ee2d6185def08ac67","ab_f_1",67,"Factual","Abortion",2,66,6,5,6,6,5,"2021-01-11 21:31:59","R"
"66",626,"5ca61fe1f417ee0001433135","ab_f_1",34,"Factual","Abortion",2,39,1,3,4,6,6,"2021-01-11 21:30:39","R"
"67",627,"5ef22f072cc4760ffca88262","ab_f_1",98,"Factual","Abortion",1,60,1,3,4,4,6,"2021-01-11 21:31:15","R"
"68",628,"5ee1df1bbd4b2a238b07faf6","ab_f_1",28,"Factual","Abortion",1,40,5,4,7,7,6,"2021-01-11 21:34:51","R"
"69",629,"5beacbe8b7f5790001fa628c","ab_f_1",100,"Factual","Abortion",2,34,4,4,6,5,5,"2021-01-11 21:33:43","R"
"70",630,"5c4852b342213c0001f5967a","ab_f_1",45,"Factual","Abortion",1,35,1,3,4,5,5,"2021-01-11 21:32:00","R"
"71",631,"5f41441fc9ed762b5b19dca9","ab_f_1",69,"Factual","Abortion",2,36,1,5,2,2,5,"2021-01-12 07:11:21","L"
"72",632,"5f0f64a8e59af310ac23f180","ab_f_1",68,"Factual","Abortion",1,31,1,3,3,3,6,"2021-01-12 07:08:55","L"
"73",633,"5ae06a97f6b58c0001fa99e4","ab_f_1",34,"Factual","Abortion",1,33,1,4,2,2,6,"2021-01-12 07:20:08","L"
"74",634,"5e41723aade7c2000b4c14f8","ab_f_1",33,"Factual","Abortion",1,34,1,2,1,2,6,"2021-01-12 07:24:36","L"
"75",635,"5d35a20f51d88600197cb092","ab_f_1",69,"Factual","Abortion",2,54,1,4,2,3,6,"2021-01-12 07:28:54","L"
"76",636,"5e61045aa0d52e000c666f54","ab_f_1",67,"Factual","Abortion",2,33,1,5,1,1,5,"2021-01-12 07:33:01","L"
"77",637,"5ebd2043e8317e18c3033e5c","ab_f_1",0,"Factual","Abortion",2,37,1,4,2,2,6,"2021-01-12 07:34:10","L"
"78",638,"5f58ad6414fd6902d237d3f3","ab_f_1",78,"Factual","Abortion",2,60,4,5,2,2,5,"2021-01-12 07:34:58","L"
"79",639,"5f2d4aa65de0a62be5153988","ab_f_1",41,"Factual","Abortion",1,35,2,3,3,4,6,"2021-01-12 07:38:13","L"
"80",640,"5ef926b75820826baa6a51c3","ab_f_1",78,"Factual","Abortion",2,51,2,4,2,2,5,"2021-01-12 07:39:09","L"
"81",641,"5f6237e8208797248c246d05","ab_f_1",37,"Factual","Abortion",1,42,1,4,2,2,5,"2021-01-12 07:37:24","L"
"82",642,"5f5648601f047404963b9d68","ab_f_1",30,"Factual","Abortion",1,39,1,4,2,2,6,"2021-01-12 07:41:54","L"
"83",643,"5d77f13e14f5780017dcde85","ab_f_1",49,"Factual","Abortion",1,64,1,4,2,2,5,"2021-01-12 07:43:48","L"
"84",644,"5f402431044e5512bccd226e","ab_f_1",88,"Factual","Abortion",2,37,5,4,2,1,6,"2021-01-12 07:39:54","L"
"85",645,"5870a098da731b000104a3ff","ab_f_1",8,"Factual","Abortion",1,42,1,5,1,1,6,"2021-01-12 07:46:49","L"
"86",646,"5e16d8f5bf3d4eca3bcf290f","ab_f_1",32,"Factual","Abortion",2,43,1,4,1,2,5,"2021-01-12 07:47:17","L"
"87",647,"5fefa037c9707d2dde068a38","ab_f_1",36,"Factual","Abortion",2,33,1,4,2,3,5,"2021-01-12 07:49:25","L"
"88",648,"5f417fb0287e5b11bbcb8eaa","ab_f_1",NA,"Factual","Abortion",2,18,1,2,2,2,6,"2021-01-12 07:51:57","L"
"89",649,"5f80b82e7548d3125787783a","ab_f_1",33,"Factual","Abortion",2,32,1,4,2,2,5,"2021-01-12 07:48:15","L"
"90",650,"5e7def6e3a915c48aa9d3209","ab_f_1",71,"Factual","Abortion",2,56,1,6,2,2,6,"2021-01-12 07:53:50","L"
"91",651,"5d14f846fdfbed0001af2673","ab_f_1",74,"Factual","Abortion",1,28,4,4,2,4,6,"2021-01-12 07:54:17","L"
"92",652,"59d55de06cc82800013e33ed","ab_f_1",65,"Factual","Abortion",2,39,1,3,2,1,6,"2021-01-12 07:56:23","L"
"93",653,"5bfdc2c3bc47a000016baad6","ab_f_1",49,"Factual","Abortion",1,40,1,4,2,2,5,"2021-01-12 07:55:00","L"
"94",654,"5ba429d68b201600012f6d27","ab_f_1",71,"Factual","Abortion",2,28,5,4,3,5,6,"2021-01-12 07:59:53","L"
"95",655,"5ea2cf6f2888de038404188d","ab_f_1",72,"Factual","Abortion",2,52,1,4,1,1,6,"2021-01-12 07:57:05","L"
"96",656,"5dcd750828792003fc23dc39","ab_f_1",11,"Factual","Abortion",1,33,1,6,2,3,6,"2021-01-12 07:59:09","L"
"97",657,"5e07cafddeea2b1375930556","ab_f_1",0,"Factual","Abortion",2,44,1,5,2,2,5,"2021-01-12 08:00:39","L"
"98",658,"5d26d5fee0cd6a0001055673","ab_f_1",0,"Factual","Abortion",1,23,1,2,1,2,6,"2021-01-12 08:00:40","L"
"99",659,"5f681436f9dd77466e632190","ab_f_1",38,"Factual","Abortion",2,53,1,5,1,3,6,"2021-01-12 07:59:20","L"
"100",660,"5ec7d8cff93f7725a59a7f7c","ab_f_1",69,"Factual","Abortion",2,28,4,5,3,3,5,"2021-01-12 08:01:49","L"
"101",661,"5fc14a9cfddce609bd3e5015","ab_f_1",67,"Factual","Abortion",2,21,1,4,2,3,6,"2021-01-12 08:01:17","L"
"102",662,"5f3f42c20b92a323011faad4","ab_f_1",68,"Factual","Abortion",1,19,2,3,4,2,5,"2021-01-12 08:03:24","L"
"103",663,"5fbd022c5308d50008f79827","ab_f_1",54,"Factual","Abortion",2,24,1,4,1,1,6,"2021-01-12 08:03:19","L"
"104",664,"5b827b0dc762c800014096ce","ab_f_1",0,"Factual","Abortion",2,30,1,5,2,3,6,"2021-01-12 08:02:15","L"
"105",665,"5eaffad7b7c271041a5e94e7","ab_f_1",2,"Factual","Abortion",2,23,1,5,2,2,6,"2021-01-12 08:04:03","L"
"106",666,"5dc881e03317735fc048f9a2","ab_f_1",19,"Factual","Abortion",2,48,1,4,2,3,6,"2021-01-12 08:04:38","L"
"107",667,"5d652720d8f27d0001c7aa80","ab_f_1",37,"Factual","Abortion",2,67,4,3,2,3,6,"2021-01-12 08:03:28","L"
"108",668,"5fed099129db95f522ffa082","ab_f_1",32,"Factual","Abortion",1,38,1,2,1,1,6,"2021-01-12 08:05:35","L"
"109",669,"5efa2a8948fdb90f5ba612c7","ab_f_1",1,"Factual","Abortion",2,25,1,4,2,2,6,"2021-01-12 08:07:22","L"
"110",670,"5e229dbc11c27b57483b94b3","ab_f_1",22,"Factual","Abortion",2,37,1,4,2,2,4,"2021-01-12 08:02:30","L"
"111",671,"5ca4c7a848cb6a00010a64a9","ab_f_1",33,"Factual","Abortion",2,20,1,3,1,1,6,"2021-01-12 07:44:49","L"
"112",672,"5f2ab3b0f40fa734648aa576","ab_f_1",100,"Factual","Abortion",2,NA,1,4,3,3,6,"2021-01-12 08:07:37","L"
"113",673,"5b6eba1aaf4af50001357228","ab_f_1",68,"Factual","Abortion",2,47,1,3,2,2,5,"2021-01-12 08:04:42","L"
"114",674,"5e84629868b86400086cce3e","ab_f_1",68,"Factual","Abortion",1,57,1,4,3,3,5,"2021-01-12 08:08:05","L"
"115",675,"5fa985f78a019515d57aab24","ab_f_1",47,"Factual","Abortion",1,27,1,4,1,2,5,"2021-01-12 08:10:23","L"
"116",676,"5eaeb365086d90570e8e538f","ab_f_1",74,"Factual","Abortion",1,35,2,4,2,4,6,"2021-01-12 08:10:23","L"
"117",677,"5f75f7a73bf0b60009f88e38","ab_f_1",33,"Factual","Abortion",2,29,1,5,1,2,5,"2021-01-12 08:09:37","L"
"118",678,"5eb921b4e43986010ef5c250","ab_f_1",64,"Factual","Abortion",1,36,1,3,2,3,6,"2021-01-12 08:09:01","L"
"119",679,"5e8a62bdf3599409e0b61b1a","ab_f_1",73,"Factual","Abortion",2,33,1,5,2,3,5,"2021-01-12 08:09:50","L"
"120",680,"5fad0a8416da6d36701880bd","ab_f_1",57,"Factual","Abortion",2,36,2,4,3,3,6,"2021-01-12 08:12:03","L"
"121",681,"5bcdcec677740000016ad642","ab_f_1",33,"Factual","Abortion",1,49,1,4,1,3,6,"2021-01-12 08:11:36","L"
"122",682,"5fa3828e70d44c68e35ca305","ab_f_1",7,"Factual","Abortion",1,40,1,3,1,1,5,"2021-01-12 08:12:38","L"
"123",683,"5f3f20b035e74820e974da04","ab_f_1",64,"Factual","Abortion",1,24,1,2,4,3,6,"2021-01-12 08:14:40","L"
"124",684,"5e6e87a4d09ad844ecd5043c","ab_f_1",10,"Factual","Abortion",1,25,1,4,1,1,5,"2021-01-12 08:11:07","L"
"125",685,"5cbe2b5ecca5e80001e7d603","ab_f_1",33,"Factual","Abortion",2,51,1,3,2,2,5,"2021-01-12 08:06:59","L"
"126",686,"5f4fc11eaf6c8c0c31c383a5","ab_f_1",33,"Factual","Abortion",2,36,2,3,2,2,6,"2021-01-12 08:02:43","L"
"127",687,"5fb9409de225257587072ef9","ab_f_1",35,"Factual","Abortion",2,27,1,4,2,2,5,"2021-01-12 08:06:27","L"
"128",688,"5e8ba69f6206cd0879b35876","ab_f_1",78,"Factual","Abortion",1,44,1,4,1,1,5,"2021-01-12 08:07:57","L"
"129",689,"585d02f7e9cb31000195e3dc","ab_f_1",13,"Factual","Abortion",2,33,1,4,3,3,6,"2021-01-12 08:15:04","L"
"130",690,"5f60afa5fa9ff6052e6f2b0e","ab_f_1",32,"Factual","Abortion",2,45,1,5,2,2,6,"2021-01-12 08:17:19","L"
"131",691,"5f216415e32db6041022a27b","ab_f_1",37,"Factual","Abortion",2,45,1,4,2,3,6,"2021-01-12 08:17:37","L"
"132",692,"5efb8358f81cbe0f08950fe4","ab_f_1",34,"Factual","Abortion",2,36,1,5,3,3,6,"2021-01-12 08:19:59","L"
"133",693,"5a513719acc75b000179bff1","ab_f_1",45,"Factual","Abortion",2,48,4,2,1,1,6,"2021-01-12 08:16:39","L"
"134",694,"5e831dfa79f7fb000c708f84","ab_f_1",49,"Factual","Abortion",2,25,1,4,1,1,5,"2021-01-12 08:18:17","L"
"135",695,"5c80367593fa450014546aca","ab_f_1",0,"Factual","Abortion",2,27,1,2,3,3,6,"2021-01-12 08:20:41","L"
"136",696,"55b78162fdf99b0416ce544e","ab_f_1",65,"Factual","Abortion",2,45,1,6,3,3,6,"2021-01-12 08:19:40","L"
"137",697,"5ca48653ed23650001328d9d","ab_f_1",22,"Factual","Abortion",2,40,2,4,2,3,6,"2021-01-12 08:18:58","L"
"138",698,"5da6b2aca2860400146b8ace","ab_f_1",91,"Factual","Abortion",1,47,1,4,2,3,5,"2021-01-12 08:19:07","L"
"139",699,"5e5843f3677ae4053b1a0169","ab_f_1",72,"Factual","Abortion",1,35,1,2,3,3,5,"2021-01-12 08:20:07","L"
"140",700,"5e3d857264d5e6000dd34f3e","ab_f_1",68,"Factual","Abortion",2,22,1,5,2,2,6,"2021-01-12 08:29:27","L"
"141",701,"5e31e1632878161c9923f90e","ab_n_1",34,"Normative","Abortion",1,73,1,6,5,6,5,"2021-01-11 20:39:08","R"
"142",702,"5d5334fa962bb7001bc3fa2f","ab_n_1",45,"Normative","Abortion",2,53,1,3,5,6,6,"2021-01-11 20:50:13","R"
"143",703,"5fdba59c8fed49025cfe5113","ab_n_1",68,"Normative","Abortion",1,19,4,2,5,6,5,"2021-01-11 20:57:41","R"
"144",704,"5d9cf0cb65aa2e0013126310","ab_n_1",100,"Normative","Abortion",1,25,2,5,7,7,6,"2021-01-11 20:59:09","R"
"145",705,"5ea3f7021782d23892358af1","ab_n_1",74,"Normative","Abortion",2,NA,4,5,5,5,6,"2021-01-11 20:59:07","R"
"146",706,"5e514ee960dd0917e68a1ba5","ab_n_1",63,"Normative","Abortion",2,24,1,4,3,5,6,"2021-01-11 21:01:28","R"
"147",707,"5c7bb4095dcdda001427a670","ab_n_1",45,"Normative","Abortion",2,24,1,4,5,6,6,"2021-01-11 21:01:49","R"
"148",708,"5b15b57e1e55760001ba257d","ab_n_1",100,"Normative","Abortion",2,47,5,4,6,6,6,"2021-01-11 21:05:00","R"
"149",709,"5f72adea4576d21f8ac889a0","ab_n_1",58,"Normative","Abortion",1,30,1,3,6,6,6,"2021-01-11 21:06:43","R"
"150",710,"5ea0b7e421f4e40ab8873150","ab_n_1",NA,"Normative","Abortion",2,63,4,3,6,6,6,"2021-01-11 21:05:53","R"
"151",711,"5f00a0b70329ec1ad206aa9b","ab_n_1",NA,"Normative","Abortion",2,62,1,3,6,6,6,"2021-01-11 21:06:10","R"
"152",712,"5c92017dc719fc00017df090","ab_n_1",77,"Normative","Abortion",1,32,4,3,4,5,6,"2021-01-11 21:07:42","R"
"153",713,"5e8e588bdf10df1148b4f9f3","ab_n_1",97,"Normative","Abortion",2,33,5,4,5,5,5,"2021-01-11 21:06:49","R"
"154",714,"5c966ef941172c00165d6fc5","ab_n_1",99,"Normative","Abortion",1,49,1,3,5,5,6,"2021-01-11 21:10:22","R"
"155",715,"5ced2b44c0267f0001445982","ab_n_1",33,"Normative","Abortion",2,52,1,2,5,5,6,"2021-01-11 21:08:41","R"
"156",716,"5d8a62e934146e001a8ea16d","ab_n_1",NA,"Normative","Abortion",1,44,1,2,4,6,5,"2021-01-11 21:09:36","R"
"157",717,"5f7c7530b5861b0913688a6c","ab_n_1",67,"Normative","Abortion",2,37,4,4,5,4,5,"2021-01-11 21:11:48","R"
"158",718,"5fa8030f008edf5d07a3ab8b","ab_n_1",20,"Normative","Abortion",1,38,1,2,6,6,6,"2021-01-11 21:10:41","R"
"159",719,"5a1bed74517dfb00013dcdc5","ab_n_1",100,"Normative","Abortion",2,57,5,3,7,7,6,"2021-01-11 21:12:29","R"
"160",720,"5f77816bdacc842d07347555","ab_n_1",100,"Normative","Abortion",1,19,4,2,6,6,5,"2021-01-11 21:13:04","R"
"161",721,"5e81b038c8977f000964e5b2","ab_n_1",69,"Normative","Abortion",1,35,2,4,4,6,6,"2021-01-11 21:14:28","R"
"162",722,"5f64d1b14820b604e51e1280","ab_n_1",89,"Normative","Abortion",1,26,1,4,5,5,5,"2021-01-11 21:14:30","R"
"163",723,"5e989d242e0de609ac479125","ab_n_1",63,"Normative","Abortion",1,22,1,3,4,6,6,"2021-01-11 21:17:28","R"
"164",724,"5f20784816cde136ea6d8539","ab_n_1",66,"Normative","Abortion",2,50,1,4,4,5,6,"2021-01-11 21:14:40","R"
"165",725,"5ee689ebaedc563ff21eb620","ab_n_1",65,"Normative","Abortion",2,41,4,5,5,5,5,"2021-01-11 21:17:24","R"
"166",726,"59652bff3d5051000114c19b","ab_n_1",15,"Normative","Abortion",1,21,1,4,4,6,6,"2021-01-11 21:18:32","R"
"167",727,"5db78d074729b9000be9d206","ab_n_1",51,"Normative","Abortion",1,26,5,4,4,5,5,"2021-01-11 21:18:51","R"
"168",728,"55d5b77ddb6a810006fa05d5","ab_n_1",79,"Normative","Abortion",2,57,1,2,6,6,6,"2021-01-11 21:16:51","R"
"169",729,"5a9c7b2c777df2000160116b","ab_n_1",58,"Normative","Abortion",1,47,4,4,4,5,5,"2021-01-11 21:18:30","R"
"170",730,"5c1bf5ae10677f0001d9a382","ab_n_1",56,"Normative","Abortion",2,31,4,5,6,5,6,"2021-01-11 21:12:33","R"
"171",731,"5f5d3a0514f72258dedea6dc","ab_n_1",50,"Normative","Abortion",1,19,1,3,4,6,6,"2021-01-11 21:21:00","R"
"172",732,"59d4d493c618a50001cf5c6a","ab_n_1",68,"Normative","Abortion",2,48,4,5,5,5,5,"2021-01-11 21:18:46","R"
"173",733,"5a8c553bb093f80001a812cf","ab_n_1",0,"Normative","Abortion",2,27,1,5,4,6,6,"2021-01-11 21:18:00","R"
"174",734,"5e39dfdc54fca708912dfab5","ab_n_1",89,"Normative","Abortion",1,57,1,3,4,6,6,"2021-01-11 21:21:51","R"
"175",735,"5edfeebaecf5a0318788d731","ab_n_1",38,"Normative","Abortion",1,38,4,2,5,5,6,"2021-01-11 21:19:55","R"
"176",736,"57473b847fd0ec000db6842a","ab_n_1",63,"Normative","Abortion",1,33,1,4,5,5,5,"2021-01-11 21:22:38","R"
"177",737,"5dc0257aff9c98465fc57ada","ab_n_1",100,"Normative","Abortion",2,55,4,5,5,5,6,"2021-01-11 21:22:05","R"
"178",738,"5c7a7dd7665aaa0001309bf0","ab_n_1",68,"Normative","Abortion",1,59,4,2,4,4,5,"2021-01-11 21:22:24","R"
"179",739,"5f6fa838ebf785131f2362ee","ab_n_1",6,"Normative","Abortion",1,27,4,4,6,4,6,"2021-01-11 21:24:24","R"
"180",740,"5ae888d8b7798500019254e1","ab_n_1",63,"Normative","Abortion",1,21,1,4,5,6,6,"2021-01-11 21:24:20","R"
"181",741,"5e94aaa6dd28ad0812ff44e3","ab_n_1",81,"Normative","Abortion",1,30,1,3,5,5,5,"2021-01-11 21:22:05","R"
"182",742,"5e8b765e88065404c4d50fe2","ab_n_1",67,"Normative","Abortion",1,38,1,3,4,6,5,"2021-01-11 21:21:38","R"
"183",743,"5f4a5983a08b215d74d2cd99","ab_n_1",100,"Normative","Abortion",1,26,5,4,5,5,6,"2021-01-11 21:23:41","R"
"184",744,"5c56025fcb61950001038a76","ab_n_1",86,"Normative","Abortion",2,49,1,5,5,6,6,"2021-01-11 21:24:36","R"
"185",745,"5f48cc495940140223c41866","ab_n_1",100,"Normative","Abortion",2,47,6,5,7,7,6,"2021-01-11 21:25:57","R"
"186",746,"5cd4851bcde03300016d240f","ab_n_1",100,"Normative","Abortion",1,41,6,4,5,5,6,"2021-01-11 21:25:19","R"
"187",747,"58d82c81d7073400012c7b8c","ab_n_1",32,"Normative","Abortion",2,38,1,4,6,6,6,"2021-01-11 21:23:23","R"
"188",748,"5f1636568f0a801a56474836","ab_n_1",36,"Normative","Abortion",1,19,4,4,1,6,6,"2021-01-11 21:26:00","R"
"189",749,"5c38dab0f0ae4c00011238c1","ab_n_1",68,"Normative","Abortion",2,67,2,3,5,6,5,"2021-01-11 21:27:31","R"
"190",750,"5f529c8d81da7d58cd46cc29","ab_n_1",100,"Normative","Abortion",2,59,4,3,7,7,6,"2021-01-11 21:27:59","R"
"191",751,"5e2eda312575cf49bea78a73","ab_n_1",15,"Normative","Abortion",1,33,1,4,6,5,6,"2021-01-11 21:25:18","R"
"192",752,"5d57157e96524f00163f9a8d","ab_n_1",20,"Normative","Abortion",1,57,1,3,5,5,5,"2021-01-11 21:27:58","R"
